,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
858,13397811,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★-10,44701299,Smile Home,,Sumida Ku,35.69399,139.79282,Private room,4452,1,123,2020-01-19,2.72,17,139
859,13400807,ShinjukuTokyo Treehouse Free Pocket Wifi Certified,76275071,Yasu,,Shinjuku Ku,35.710879999999996,139.71213,Entire home/apt,15747,2,164,2020-01-29,3.7,1,263
860,13403848,House in Chic Sendagaya - Close to Olympic Stadium,70100235,Masahito,,Shibuya Ku,35.67794,139.71239,Entire home/apt,49955,1,115,2020-02-06,2.59,2,68
861,13419385,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★-8,44701299,Smile Home,,Sumida Ku,35.69488,139.79226,Private room,4995,1,131,2019-12-31,2.96,17,108
863,13442315,★★5F/Japanese Style room / 3min to Asakusa st.,57699141,Qiu,,Taito Ku,35.7065,139.79476,Entire home/apt,12271,1,158,2020-02-09,3.55,25,231
864,13452659,★1 min from SkyTree★交通極為便利/舒適小居★601,43137306,Htg,,Sumida Ku,35.71033,139.81245,Entire home/apt,8796,2,45,2020-01-12,1.05,7,229
866,13467531,Heart of Shinjuku 2BR 60㎡ /Free Portable Wifi^^,77021751,Koichi,,Shinjuku Ku,35.69559,139.70821,Entire home/apt,19982,3,164,2020-02-24,3.75,2,225
867,13471973,②Just Renovated!/Superb View!/Ikebukuro/10ppl,51963804,Amigo Tokyo,,Toshima Ku,35.71783,139.71889,Entire home/apt,27041,2,103,2019-11-04,2.3,2,83
868,13480671,KAWAII House!! Wonderful experience in Harajuku#1,68449341,Neal,,Shibuya Ku,35.67237,139.70991999999998,Entire home/apt,4887,2,179,2019-12-01,4.04,8,61
871,13496408,Contemporary Meguro Riverside Studio,63345781,Yu @ IntheHood,,Meguro Ku,35.630359999999996,139.71157,Entire home/apt,7493,30,81,2019-12-14,1.84,16,329
872,13497315,Near Shinjuku! 2 br & 4bd + Kitchen Good bz & trip,34016288,Mitomi House,,Shinjuku Ku,35.69056,139.68712,Entire home/apt,17484,2,173,2020-02-17,3.92,5,108
873,13497745,"☆Tokyo,Akihabara,Ginza by walk,Center of tokyo#302",41516927,Yoshihito,,Chuo Ku,35.687259999999995,139.77635,Private room,4018,2,114,2020-02-01,2.59,16,198
874,13500633,Shibuya Japanese-style room 2DK + Wifi + Pkt Wifi,77438017,Tomoko,,Shibuya Ku,35.66483,139.6948,Entire home/apt,9774,2,107,2020-01-25,2.4,1,193
875,13515509,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★-9,44701299,Smile Home,,Sumida Ku,35.69455,139.79214,Private room,4452,1,152,2020-02-03,3.4,17,111
877,13533418,6mins to Shinjuku Sta.! Luxurious & Spacious#202,68328352,Midori,,Shinjuku Ku,35.70446,139.69465,Entire home/apt,3475,2,133,2020-02-02,3.02,5,340
878,13533438,(#01)Tokyo Skytree 1min! Asakusa 3min! wi-fi FREE,77432266,Natsumi,,Sumida Ku,35.71038,139.80941,Entire home/apt,19982,1,75,2020-02-07,1.73,3,105
880,13534797,(#02)Tokyo Skytree 1min! Asakusa 3min! wi-fi FREE,77432266,Natsumi,,Sumida Ku,35.71094,139.8094,Entire home/apt,19982,1,79,2020-01-31,1.78,3,104
882,13552076,Calm House near Shinjuku/Shibuya #102,43751877,Masami,,Shibuya Ku,35.67949,139.67874,Entire home/apt,12054,2,208,2019-11-29,4.63,13,128
884,13564025,Shinjuku Japan Apartments,37087088,Mike&Yuko,,Shibuya Ku,35.67754,139.67612,Entire home/apt,14986,2,121,2020-02-15,2.7,1,122
885,13564934,"3F Town house in Nishiazabu.( English,Japanese)",68177676,Anzu,,Minato Ku,35.66125,139.71849,Private room,4995,2,110,2020-02-08,2.74,2,143
886,13565524,10min to Shinjuku! & 5min to nearest station!,77622468,Rie,,Shinjuku Ku,35.701809999999995,139.7218,Entire home/apt,19982,1,123,2020-01-29,2.89,1,165
887,13566310,(#03)Tokyo Skytree 1min! wi-fi FREE!,77432266,Natsumi,,Sumida Ku,35.710770000000004,139.80841,Entire home/apt,36054,2,47,2019-11-08,1.09,3,95
888,13566615,"HotSpring 10min!DirectShinjuku,Shibuya&Ikebukuro",59973315,Yuka & Masato,,Nishitokyo Shi,35.75059,139.55077,Private room,3258,3,116,2020-01-03,2.59,4,165
890,13569439,Near both Asakusa Ueno w/Tatami Bed #1,50718640,Kentaro & Family,,Taito Ku,35.71441,139.78619,Entire home/apt,15964,2,167,2020-02-18,3.74,5,166
892,13592474,Traditional Japanese room! 6min from Shinjuku.,41500778,Tomo,,Nakano Ku,35.69795,139.6639,Entire home/apt,17050,3,102,2019-12-28,2.28,1,126
893,13598162,O1【Great Access to Shibuya/Shinjuku】UNIQUE&CLEAN★,62085172,Shinichiro,,Shibuya Ku,35.681470000000004,139.67457,Entire home/apt,14986,1,103,2020-01-26,2.29,1,119
894,13625755,"Shinjuku area :2 Bed rooms, 2 Bathrooms",61163769,Hiro,,Shinjuku Ku,35.68773,139.71648000000002,Entire home/apt,25955,2,67,2020-01-21,1.5,3,230
895,13626041,★Japanese 禅 house★3minsToSt.  FreeParking,69343663,Nozomi,,Koto Ku,35.69121,139.82918999999998,Entire home/apt,15638,2,56,2020-01-25,1.57,1,69
898,13674555,Direct to Akihabara Kameido sta 3 min  Free wifi,79564261,Takashi,,Koto Ku,35.699040000000004,139.82715,Entire home/apt,10968,1,116,2020-02-16,2.67,3,165
899,13675519,1 station 5 minutes to Shinjyuku&near Shibuya!,45966303,Yu,,Shibuya Ku,35.67691,139.67179,Entire home/apt,9991,1,132,2020-02-14,2.98,9,117
900,13676282,"Near Shinjuku, New Room w/ Big Balcony City View.",79593734,Hiro,,Shibuya Ku,35.68728,139.68034,Entire home/apt,14118,1,166,2020-01-26,3.74,1,168
901,13677587,H101_2BR walk Yamanote line Tokyo tower Free WiFi,47864636,Kuniyoshi,,Minato Ku,35.65775,139.75621,Entire home/apt,19982,1,197,2020-02-20,4.6,1,120
902,13688032,Max10ppl&HotSpring 10min&3Private Rooms!!,59973315,Yuka & Masato,,Nishitokyo Shi,35.750859999999996,139.55042,Entire home/apt,13900,2,124,2019-12-01,2.77,4,170
903,13690980,【R3】Airbnb Licensed!★Stay in TOKYO!★near IKEBUKURO,79786738,Naoto,,Toshima Ku,35.73982,139.70825,Private room,9991,2,98,2020-02-16,2.21,4,150
904,13693481,"Good location / Near Tokyo station , 15 min walk",41516927,Yoshihito,,Chuo Ku,35.6888,139.77662,Private room,3909,2,133,2020-02-02,3.0,16,200
907,13702035,도쿄 메죤패밀리아(2인실A 5000엔)2 People RoomA/이성커플 예약불가,76295902,정정례,,Suginami Ku,35.69719,139.65083,Private room,5973,2,24,2020-01-01,1.67,8,263
908,13702382,MAISON FAMILIAR(커플룸C) Couple Room-C,76295902,정정례,,Suginami Ku,35.69708,139.65091,Entire home/apt,6516,2,28,2020-01-04,1.06,8,257
909,13703321,Ryogoku 2 mins★Akihabara 3 mins★Tokyo 10 mins★-7,44701299,Smile Home,,Sumida Ku,35.69658,139.79215,Private room,4561,1,130,2020-02-09,2.96,17,135
912,13718522,4 Rooms / Shinjuku 6mins / Max 10 People/ Koenji,57359337,Youngjoon,,Suginami Ku,35.70371,139.65383,Entire home/apt,18027,2,94,2020-01-05,2.15,3,169
913,13723999,Fully Licensed 2min Oyama 201  Ikebukuro 6th Year!,22193183,Kyoko,,Itabashi Ku,35.74725,139.70166,Entire home/apt,4452,5,77,2019-11-23,1.75,7,148
917,13736938,"HotSpring 10min!DirectShinjuku,Shibuya&Ikebukuro",59973315,Yuka & Masato,,Nishitokyo Shi,35.74908,139.5501,Private room,3258,3,99,2020-01-28,2.24,4,168
918,13743321,【R1】Stay in TOKYO!★near IKEBUKURO★,79786738,Naoto,,Toshima Ku,35.7386,139.71014,Private room,9991,2,95,2020-01-05,2.15,4,165
921,13771795,Licensed 西新宿五丁目☆202 Free Portable Wifi,16795060,Rena,,Shibuya Ku,35.691140000000004,139.68351,Entire home/apt,7276,2,107,2019-08-07,2.43,4,163
924,13792087,2min fm station. 20min Ueno. 25min Tokyo. Room A,30594609,Angeline,,Adachi Ku,35.78799,139.77036999999999,Private room,4778,1,165,2020-02-07,3.74,3,157
925,13802523,Twin bed ! Easy to shinjuku! beside YoyogiPark  10,51486554,Yuki & Yu,,Shibuya Ku,35.67845,139.6857,Entire home/apt,10100,1,123,2020-02-25,2.79,9,172
926,13813619,13MINS SHINJUKU/STUDIO #1/MAX 4ppl/FREE WIFI,66919579,Amelie,,Shinjuku Ku,35.71594,139.69567,Entire home/apt,7710,1,74,2019-06-02,1.72,7,93
927,13849051,♦Just Renovation/ 3minute IKEBUKURO/FREE WI-FI♦,81764805,Yoshiaki,,Toshima Ku,35.73038,139.70605,Entire home/apt,13032,1,73,2019-11-05,1.69,16,330
928,13849892,603★1min from Ikebukuro station! like a hotel★,81764805,Yoshiaki,,Toshima Ku,35.73041,139.7057,Entire home/apt,9991,1,89,2020-02-12,2.02,16,306
929,13850446,★1min from Ikebukuro metro station! like a hotel★,81764805,Yoshiaki,,Toshima Ku,35.73304,139.70723999999998,Entire home/apt,9991,1,58,2019-10-28,1.32,16,306
930,13850832,♦1min from Ikebukuro metro station♦like a hotel♦,81764805,Yoshiaki,,Toshima Ku,35.73265,139.70896000000002,Entire home/apt,9991,1,57,2020-01-01,1.32,16,306
931,13851245,★1min from Ikebukuro metro station! like a hotel★,81764805,Yoshiaki,,Toshima Ku,35.73182,139.70851000000002,Entire home/apt,9991,1,66,2020-01-29,1.5,16,314
932,13851758,605♦1min from Ikebukuro metro station♦like a hotel,81764805,Yoshiaki,,Toshima Ku,35.72979,139.70782,Entire home/apt,9991,1,74,2019-11-24,1.68,16,313
934,13916973,Grandma Shizuko's Annex,6969809,Kota,,Taito Ku,35.726040000000005,139.78611,Entire home/apt,10968,1,103,2020-01-28,2.39,2,296
936,13930687,Shinjuku 5mins!/FREE WiFi/4mins walk from Sasazuka,81631101,K,,Setagaya Ku,35.67026,139.66831000000002,Entire home/apt,25955,2,187,2020-02-07,4.25,1,237
938,13932694,★(private bedroom) 6min subway from HND.airport,77254281,Polo,,Ota Ku,35.55972,139.72693999999998,Private room,4018,1,189,2020-01-26,4.45,7,129
941,13959872,6mins to Shinjuku Sta.! Luxurious & Spacious#402,68328352,Midori,,Shinjuku Ku,35.705009999999994,139.69387,Entire home/apt,6950,2,114,2020-01-26,2.84,5,343
942,13961478,[6min to Ryogoku Sta./23min to Shinjuku],49218145,Hidy,,Sumida Ku,35.69169,139.79282,Entire home/apt,8036,1,117,2020-01-07,2.68,1,173
945,14016869,"OnSale!SHINAGAWA 5min,SHIBUYA 10min/Wifi/MAX9Guest",83681219,Yuka,,Shinagawa Ku,35.5988,139.7232,Entire home/apt,18027,1,143,2020-01-03,3.26,1,257
947,14022645,2 min walk TAMACHI/MITA *3 BEDROOM*,18041280,Nori,,Minato Ku,35.64735,139.74648,Entire home/apt,14009,1,189,2020-02-20,4.29,1,315
950,14054880,"""Pleasant House - Buona Casa"" is a place where you can relax as if you are at home.",84318682,葉子,,Shinjuku Ku,35.71065,139.70571999999999,Private room,5321,1,97,2020-01-04,2.31,1,227
952,14064796,Airport pick-up service&Asakusa New house,21004633,Yoshi,,Taito Ku,35.718379999999996,139.79672,Entire home/apt,39964,1,301,2020-02-28,7.25,4,243
958,14102223,L705 SHINJUKU KABUKICHO GYOEN GOLDENGAI,84889989,K1 K2 L705,,Shinjuku Ku,35.69512,139.70637,Entire home/apt,39964,2,97,2020-02-24,2.22,3,321
960,14116184,3 min from Sta. Ueno Park 10min walk! #301,46674978,Namio,,Bunkyo Ku,35.71971,139.76515,Entire home/apt,49955,1,200,2020-02-25,4.58,3,61
961,14128146,(0.B)2 room♦6 people can stay♦Pocket Wi-fi♦,81764805,Yoshiaki,,Toshima Ku,35.73125,139.70903,Entire home/apt,19982,1,43,2020-01-17,1.08,16,305
965,14148125,【201】Shinjyuku area /4 mins from the sta/ wifi,48803190,Machiko,,Shinjuku Ku,35.69923,139.70422,Entire home/apt,9774,1,80,2020-01-12,2.01,4,292
966,14156224,IH1-6mins Stn. Ikebukuro. Luxy 3-story House,44320495,Yi,,Toshima Ku,35.74188,139.71864,Entire home/apt,18027,2,87,2019-12-12,2.07,1,90
968,14170859,3 bed (Website hidden by Airbnb) single house.Free Wi-fi.,66982265,May & Tom,,Toshima Ku,35.727129999999995,139.70403000000002,Entire home/apt,20851,2,16,2020-02-01,1.53,1,249
970,14187693,"Tokyo station,Ginza,Nihombashi,Akihabara area#304",41516927,Yoshihito,,Chuo Ku,35.68891,139.77778,Private room,4452,2,93,2020-01-26,2.17,16,242
973,14199008,(3 minutes to station) Comfortable hostel #302,37192617,Joyce,,Adachi Ku,35.79466,139.78927,Private room,5538,1,30,2020-01-05,1.14,7,81
975,14210579,*Max 20 people* Guesthouse SENSU.Dormitory type.,86175034,俊行 Toshiyuki,,Ota Ku,35.55298,139.7408,Shared room,49955,1,58,2019-09-06,1.36,7,67
976,14220424,Traditional Japanese house!! 3min from station ,55076437,Hiroki,,Nerima Ku,35.72647,139.59257,Private room,4995,30,107,2020-02-03,2.46,1,238
980,14244701,Shinjuku Japanese Garden House. Free parking.,86666280,Yuko,,Shinjuku Ku,35.698679999999996,139.72574,Entire home/apt,13032,1,81,2020-01-27,1.91,3,159
982,14273827,Cozy Hilltop.Green view AKB Ueno Tokyo dome,87040650,Ayaka,,Bunkyo Ku,35.71363,139.75907,Private room,4995,2,88,2019-11-17,2.07,1,99
984,14291188,★(private bedroom) 6min subway from HND.airport,77254281,Polo,,Ota Ku,35.55972,139.72693999999998,Private room,4018,1,222,2020-02-10,5.19,7,144
985,14303699,Cozy & Comfortable Meguro Riverside Studio,63345781,Yu @ IntheHood,,Meguro Ku,35.63171,139.71021000000002,Entire home/apt,7493,30,75,2019-09-02,1.74,16,305
986,14303893,"Cozy house near Sky tree, Asakusa, Akihabara! 101",1517461,Kenji,,Sumida Ku,35.71322,139.8324,Private room,4018,30,55,2020-02-17,1.35,3,264
987,14306994,IKEBUKURO 2min cozy & stylish apt for Family +WIFI,6378336,Haru,,Toshima Ku,35.73233,139.70507,Entire home/apt,14986,1,94,2020-01-26,2.2,25,261
988,14323937,Tokyo cozy room nr STA 5min train￫Shinjuku TV+WiFi,84415149,Gloria,,Nakano Ku,35.71223,139.66786000000002,Entire home/apt,13032,1,97,2020-02-02,2.25,2,146
994,14383852,★(private bedroom) 6min subway from HND.airport,77254281,Polo,,Ota Ku,35.55972,139.72693999999998,Private room,4018,1,63,2020-02-10,1.5,7,152
995,14389952,"Shinjuku, Shibuya 15 min!  2-min walk to station",88392380,Yasushi,,Suginami Ku,35.67173,139.61449,Private room,5538,1,98,2020-01-09,2.33,7,299
997,14405689,Very quiet Japanese style Tatami rooms.,72420229,Yasuko,,Koganei Shi,35.69482,139.52711000000002,Private room,9991,5,76,2019-12-26,1.81,1,178
998,14406313,2min to Akihabara (ASB1),88584339,Ryuichi,,Taito Ku,35.70035,139.7855,Entire home/apt,24000,2,51,2019-12-30,1.26,1,74
999,14406609,"Shinjuku, Shibuya 15 min!  2-min walk to station",88392380,Yasushi,,Setagaya Ku,35.66953,139.61457,Private room,4452,1,114,2020-02-24,2.67,7,310
1000,14406753,"More than 2,500 Comics Room!!",82209081,Slowcurve,,Ota Ku,35.5984,139.68399,Private room,8688,2,49,2020-02-06,1.26,1,179
1001,14411013,SHIBUYA STUDIO ROOM  7min walk to Shibuya&Harajuku,32081606,Toshihiko,,Shibuya Ku,35.664590000000004,139.70082,Entire home/apt,10317,30,58,2019-10-06,1.38,1,190
1002,14411974,"Shinjuku, Shibuya 15 min!  2-min walk to station.",88392380,Yasushi,,Suginami Ku,35.67089,139.61584,Private room,5538,1,159,2020-02-19,3.69,7,247
1004,14414696,SOLA HOTEL#201,12753688,Reina,,Sumida Ku,35.70746,139.81711,Private room,29973,2,152,2020-01-19,3.57,5,74
1005,14431640,Massive House. Hidden Gem in the Heart of Shibuya!,77440587,Yoshida,,Shibuya Ku,35.662490000000005,139.69562,Entire home/apt,749971,3,109,2019-12-29,2.58,2,71
1007,14523283,"7km from Haneda Airport,one bedroom(101)",89759853,Kuninaka,,Ota Ku,35.5831,139.72659,Private room,6950,1,181,2020-02-18,5.06,3,352
1008,14526337,Beautifully Designed Home. in Omotesando,88053991,Tarou,,Shibuya Ku,35.668420000000005,139.71081999999998,Entire home/apt,100018,2,124,2020-02-02,2.94,1,106
1015,14577736,2 Bedroom apt IidabashiSTA Easy TV&Home Internet,67293077,Kimie,,Shinjuku Ku,35.70585,139.74206,Entire home/apt,18027,1,83,2019-12-03,1.95,10,128
1016,14578624,"60平方米以上宽敞民宿in池袋,地铁车站2分钟直达新宿,银座,涉谷,明治神宫,楼下24h便利店,超市",90024808,Eiko,,Toshima Ku,35.73395,139.69942,Entire home/apt,12271,1,128,2020-02-01,3.05,2,155
1017,14593790,Ebisu Hiroo 3BR 75sq mtr/805sq ft Entire House,59706303,Roo,,Shibuya Ku,35.64776,139.71793,Entire home/apt,28995,2,89,2020-01-23,2.14,2,163
1018,14595499,Best access to Shinjuku&Shibuya beside YoyogiPark7,51486554,Yuki & Yu,,Shibuya Ku,35.67845,139.6857,Entire home/apt,15204,1,143,2020-02-06,3.35,9,192
1019,14596876,A real HOUSE(not apt)just 10 min from SHINJUKU!!,37107616,Dean&Noriko,,Toshima Ku,35.728770000000004,139.69523999999998,Entire home/apt,10208,4,101,2020-01-31,2.36,2,65
1020,14616975,"4mins to Shibuya, 2 bedrooms, Pocket Wi-Fi!!",58103809,Yong,,Setagaya Ku,35.65817,139.66821000000002,Entire home/apt,19982,2,163,2020-01-15,3.85,7,175
1024,14640055,SALE40%OFF!Asakusa/Akihabara  MAX16!FREEWifi#AS132,85942809,Aki,,Taito Ku,35.69769,139.78817,Entire home/apt,19982,1,150,2020-01-11,3.54,1,160
1025,14672556,Amazing House. Hidden Gem in the Heart of Shibuya!,77440587,Yoshida,,Shibuya Ku,35.66312,139.69478999999998,Entire home/apt,300053,2,114,2020-02-09,2.68,2,109
1026,14677038,侍SamuraiCozyBigGameHouse 3min 8ppl,16802682,M,,Toshima Ku,35.73317,139.72907,Entire home/apt,12054,1,61,2019-12-01,1.48,2,230
1027,14696739,"Easy access to Shibuya, Central city & Airport!",60140616,Liang,,Ota Ku,35.5713,139.72789,Entire home/apt,18027,2,86,2020-01-14,2.42,3,269
1028,14699913,Rare Single 3 Flrs House 5Mins From Shinjuku St.,50656221,Mori,,Shinjuku Ku,35.701570000000004,139.70477,Entire home/apt,17050,2,111,2020-02-02,2.75,2,325
1032,14733395,"Koala Guest House, Opened July 20, 2016!",84807307,Kazushi,,Itabashi Ku,35.749340000000004,139.7074,Private room,2498,1,146,2020-02-15,3.63,2,167
1033,14749196,"Max10/New!Large House/Easy to Airport,Asakusa/WIFI",6378336,Haru,,Katsushika Ku,35.74002,139.84513,Entire home/apt,18027,1,82,2020-02-21,2.17,25,211
1034,14749266,Opening sale! Ikebukuro/Japan style/Free wifi/max8,58261300,Wen,,Toshima Ku,35.739059999999995,139.72032,Entire home/apt,9774,3,104,2020-01-29,2.52,2,318
1035,14750375,001-407 Oshiage/ 10min walk from TokyoSkyTree,49146494,Shino,,Sumida Ku,35.708059999999996,139.8169,Entire home/apt,6516,3,118,2020-02-11,2.81,16,258
1036,14766523,"(A401) Corner Room, 3 Min Walk from Station",57212118,Axas Stay & Hotels,,Ota Ku,35.5981,139.68562,Entire home/apt,9014,2,73,2020-02-19,1.9,28,299
1037,14766868,"(A501) Feel at Home, 3 Min Walk from Station",57212118,Axas Stay & Hotels,,Ota Ku,35.5981,139.68562,Entire home/apt,8036,2,110,2020-02-17,2.72,28,216
1038,14767170,"(A502) Feel at Home, 3 Min Walk from Station",57212118,Axas Stay & Hotels,,Ota Ku,35.5981,139.68562,Entire home/apt,8036,2,70,2020-02-18,1.91,28,267
1039,14767432,Shinjuku/ 2 min walk from station★incl projector,36898142,Ichimaru,,Shinjuku Ku,35.69464,139.70627,Entire home/apt,4235,1,135,2020-01-01,3.44,11,95
1040,14767582,160㎡★Grand Piano♪ nr JR Shinjuku stn./Studio House,36898142,Ichimaru,,Shinjuku Ku,35.69924,139.70318999999998,Entire home/apt,18136,1,168,2020-02-11,4.25,11,82
1041,14778588,401/Japanese Style room / 3min to Asakusa st.,57699141,Qiu,,Taito Ku,35.707409999999996,139.79464,Entire home/apt,12054,1,98,2020-02-10,2.33,25,256
1042,14788150,A Private room A is 6 Mins from Shibuya,82969299,慶太郎,,Meguro Ku,35.63725,139.69302,Private room,4018,2,151,2020-01-18,3.59,3,286
1043,14790144,Shinjuku! Free Wi-Fi + Good Location + Clean Room!,92365191,Nj,,Shinjuku Ku,35.69915,139.70602,Entire home/apt,8688,1,179,2020-02-05,4.25,1,121
1044,14795446,New Folk Guest House (Mt. FUJI),92410243,Kenichi,,Bunkyo Ku,35.70577,139.75659,Private room,4995,1,152,2020-02-12,3.78,5,273
1045,14796277,New Folk Guest House (KIMONO),92410243,Kenichi,,Bunkyo Ku,35.705940000000005,139.757,Private room,5973,1,125,2020-02-19,3.06,5,330
1046,14797464,calm room-D Shinjuku.3min train,24026566,Kazu,,Nakano Ku,35.69073,139.67821999999998,Private room,3909,1,118,2020-01-18,2.8,3,276
1049,14833671,"Shinjuku, 3-min walk from metro. Free Wifi.",88025652,Angela,,Shinjuku Ku,35.69809,139.70665,Entire home/apt,9882,2,59,2020-02-13,2.19,1,90
1050,14836142,"浅草,秋叶原商圈,30%OFF开抢!二层整楼出租,4个卧室3个浴室3个洗手间,适合10--12人居住",78391541,鈴蘭,,Adachi Ku,35.75045,139.81063999999998,Entire home/apt,19982,2,96,2020-02-02,2.36,9,259
1051,14836177,Tokyo sta/Imperial Palace/Ginza/Akihabara/#301,41516927,Yoshihito,,Chuo Ku,35.68827,139.77743,Entire home/apt,6407,2,91,2020-01-28,2.17,16,186
1052,14843085,1stop from Shinjuku by train! HatsudaiComfy room!3,51486554,Yuki & Yu,,Shibuya Ku,35.67845,139.6857,Entire home/apt,10860,1,89,2020-02-05,2.11,9,184
1053,14844911,"Special sale $19~!!Akihabara,Skytree.Solomon-Room1",92575557,Ken,,Koto Ku,35.68933,139.83361000000002,Private room,5973,2,157,2020-02-17,3.74,3,247
1054,14845170,Shinjuku and Shibuya Parksidearea (Website hidden by Airbnb) 9,51486554,Yuki & Yu,,Shibuya Ku,35.67845,139.6857,Entire home/apt,12054,1,102,2020-02-17,2.41,9,194
1056,14860686,11min to Airport! Easy access to Central Tokyo!,60140616,Liang,,Ota Ku,35.57036,139.72673,Entire home/apt,19982,2,85,2020-02-04,2.47,3,106
1057,14868341,【perfect location】best choice in Ikebukuro!,56566876,Lai,,Toshima Ku,35.72929,139.71716,Entire home/apt,5213,30,125,2020-01-14,2.96,6,177
1058,14873609,Convenient cozy fun space in Tokyo.Room102,93216991,Tokyo Candlehouse,,Shinjuku Ku,35.68991,139.73078999999998,Private room,4995,1,114,2020-01-30,2.76,7,187
1059,14875568,☆Luxury New House/6 min to Shibuya☆,24354062,Fumi,,Setagaya Ku,35.633140000000004,139.66263999999998,Entire home/apt,32036,3,160,2020-01-18,3.86,1,283
1060,14877581,4 min to Shinjuku: Twin Room in Tokyo 101,1174369,Naoki,,Nakano Ku,35.70035,139.66443,Entire home/apt,9991,2,146,2020-02-17,3.51,1,184
1061,14891795,The real cool house in the Heart of Tokyo.Room101,93216991,Tokyo Candlehouse,,Shinjuku Ku,35.691390000000006,139.73158,Private room,6081,1,141,2020-02-08,3.41,7,183
1062,14903012,A comfortable room in the local life.Room203,93216991,Tokyo Candlehouse,,Shinjuku Ku,35.68947,139.73123,Private room,4995,1,126,2020-02-17,3.05,7,195
1063,14903149,Beautiful&Sunny room in the Heart of Tokyo.No204,93216991,Tokyo Candlehouse,,Shinjuku Ku,35.68979,139.7308,Private room,6950,1,150,2020-02-23,3.62,7,162
1064,14903747,Enjoy Local life in the best Tokyo. Loft Room206.,93216991,Tokyo Candlehouse,,Shinjuku Ku,35.6917,139.73241000000002,Private room,5430,1,124,2020-02-12,2.95,7,198
1066,14924383,Japanese style tatami room with loft bed. Room205,93216991,Tokyo Candlehouse,,Shinjuku Ku,35.691320000000005,139.73126000000002,Private room,6950,1,148,2020-02-17,3.54,7,182
1067,14940652,★8min to Shinjuku★Comfy Parkside Apt.!,93981980,Takumi,,Toshima Ku,35.732820000000004,139.73151000000001,Entire home/apt,12489,2,100,2020-01-24,2.36,10,174
1069,14953566,Very Convenient & Cozy Place!/5mins from Shibuya X,94124337,Lisa,,Shibuya Ku,35.65967,139.69515,Entire home/apt,9014,3,129,2020-02-25,3.29,1,189
1070,14960310,Cozy room at Gotanda 6min / Shibuya 7min! freewifi,90866302,Shinichi,,Shinagawa Ku,35.625209999999996,139.7291,Entire home/apt,10968,2,108,2020-01-04,2.58,1,174
1072,14971432,"Special sale $19~!!Akihabara,Skytree.Solomon-Room0",92575557,Ken,,Koto Ku,35.68972,139.83314,Private room,5973,2,126,2020-02-14,3.05,3,239
1074,14984082,Lovely tatami house in Shinjuku.,34016288,Mitomi House,,Shinjuku Ku,35.689679999999996,139.68784,Entire home/apt,14986,2,179,2019-12-26,4.26,5,238
1077,15012423,05 Shinjuku-Tokyo.Modern J-styled room with fishes,84704621,Masa,,Shinjuku Ku,35.68808,139.69543000000002,Entire home/apt,9014,3,152,2020-02-26,3.7,2,65
1078,15029494,Near Yokota Air base one room type 4th fl  R406,45557046,Shukichi,,Fussa Shi,35.74522,139.33437,Private room,3149,2,49,2020-01-20,1.18,4,188
1080,15057952,9min Shinjuku!New and fancy! Ikebukuro! 3LDK!65㎡,95117759,Gris,,Toshima Ku,35.73682,139.71626,Entire home/apt,19982,2,180,2020-02-18,4.31,2,307
1081,15060256,4mins from the sta / wifi /Shinjyuku area /3 rooms,48803190,Machiko,,Shinjuku Ku,35.69923,139.70422,Entire home/apt,28018,1,70,2019-12-26,1.7,4,326
1082,15076196,ASAKUSA SKYTREE 6MIN ATELIER HOUSE 9.17 OPEN 3BR,65716348,Sho,,Sumida Ku,35.71589,139.82426,Entire home/apt,17376,1,121,2020-01-02,2.88,1,319
1083,15078783,"IKEBUKURO LUCKY HOTEL ---4 guests,pocket WIFI,",38309930,TOKYOb&B.Co.Jp,,Kita Ku,35.74565,139.72278,Entire home/apt,7602,1,121,2020-02-08,2.88,56,91
1084,15087892,7min train to Shinjuku 1280sq ft Vacation House,78745434,Jeffrey,,Nakano Ku,35.695,139.6739,Entire home/apt,19982,2,118,2020-02-09,2.89,14,74
1086,15100520,"1 room, great view, strong WiFi, 2 min to station",95614477,Be,,Suginami Ku,35.70689,139.65621000000002,Private room,8036,3,78,2020-02-16,1.95,1,201
1089,15132105,"302 / 3min to Asakusa st./Kaminari-mon,Sensoji",57699141,Qiu,,Taito Ku,35.7077,139.79442,Entire home/apt,12489,1,102,2020-02-20,2.48,25,264
1090,15155640,Takanawadaiapt#301☆Shinagawasta.walk10minute,29126625,Keiko,,Minato Ku,35.631,139.73214,Private room,6950,1,53,2020-01-16,1.3,11,167
1091,15166946,4 minutes to Shinjuku: New Tokyo Apartment 102,41013044,Aileen,,Nakano Ku,35.700720000000004,139.6647,Entire home/apt,13032,2,135,2020-02-26,3.47,12,70
1092,15181741,Kameido sta 3 min / Direct to Akihabara Free wifi,79564261,Takashi,,Koto Ku,35.69937,139.82627,Entire home/apt,9991,1,92,2020-02-13,2.23,3,146
